时间(s),电流(mA)
27.2532,156.991
27.2788,158.391
27.3045,157.692
27.3301,158.134
27.3558,157.415
27.3815,157.793
27.4071,156.768
27.4328,158.673
27.4585,157.328
27.4841,158.478
27.5098,157.682
27.5355,158.441
27.5611,156.687
27.5868,158.718
27.6124,156.565
27.6381,158.803
27.6638,157.053
27.6894,158.818
27.7151,157.772
27.7407,158.517
27.7664,157.575
27.7921,158.686
27.8177,157.461
27.8434,159.184
27.8691,157.32
27.8947,158.793
27.9204,157.715
27.9461,158.021
27.9717,157.965
27.9974,158.314
28.0231,158.159
28.0487,158.597
28.0744,157.787
28.1,157.571
28.1257,158.575
28.1514,158.066
28.177,158.312
28.2027,158.464
28.2283,158.709
28.254,157.825
28.2797,158.768
28.3053,157.433
28.331,159.342
28.3567,157.275
28.3823,158.934
28.408,157.605
28.4337,158.912
28.4593,157.76
28.485,159.197
28.5106,157.548
28.5363,158.0978
28.562,157.148
28.5876,159.164
28.6133,157.432
28.6389,158.678
28.6646,157.664
28.6903,158.388
28.7159,157.277
28.7416,158.753
28.7673,157.756
28.7929,158.48
28.8186,158.039
28.8442,158.397
28.8699,157.88
28.8956,158.724
28.9212,157.664
28.9469,158.634
28.9726,158.235
28.9982,158.127
29.0239,158.633
29.0496,157.932
29.0752,158.336
29.1009,157.788
29.1265,158.383
29.1522,157.944
29.1779,158.127
29.2035,157.945
29.2292,159.121
29.2549,157.298
29.2805,159.428
29.3062,158.243
29.3318,158.2638
29.3575,157.598
29.3832,158.464
29.4088,157.586
29.4345,158.87
29.4602,156.965
29.4859,156.25740000000002
29.5115,157.4048
29.5372,156.7446
29.5629,157.418
29.5885,158.005
29.6142,156.976
29.6398,158.128
29.6655,157.057
29.6912,158.585
29.7168,157.072
29.7425,158.437
29.7681,156.689
29.7938,158.572
29.8195,157.355
29.8451,157.844
29.8708,157.669
29.8964,158.1
29.9221,157.713
29.9478,158.205
29.9734,157.362
29.9991,157.367
30.0248,158.39
30.0504,157.914
30.0761,157.758
30.1018,157.459
30.1274,159.094
30.1531,157.296
30.1788,158.296
30.2044,157.733
30.2301,158.384
30.2558,157.445
30.2814,158.843
30.3071,157.205
30.3327,158.0516
30.3584,157.594
30.3841,159.085
30.4097,157.531
30.4354,158.895
30.4611,157.426
30.4867,158.908
30.5124,157.971
30.538,159.164
30.5637,157.095
30.5894,158.776
30.615,157.101
30.6407,158.813
30.6663,157.759
30.692,158.188
30.7177,157.968
30.7433,158.664
30.769,157.586
30.7947,158.651
30.8203,157.493
30.846,158.471
30.8716,157.429
30.8973,157.656
30.923,158.203
30.9486,157.666
30.9743,158.369
31.0,158.415
31.0256,158.241
31.0513,157.851
31.077,157.938
31.1026,157.511
31.1283,158.738
31.1539,157.143
31.1796,158.819
31.2053,157.17
31.2309,158.413
31.2566,157.065
31.2822,158.317
31.3079,157.303
31.3336,158.483
31.3592,156.802
31.3849,159.139
31.4106,156.706
31.4362,158.048
31.4619,156.905
31.4875,158.754
31.5132,156.971
31.5389,158.853
31.5645,156.691
31.5902,158.556
31.6159,157.543
31.6415,158.102
31.6672,157.371
31.6929,158.097
31.7185,157.232
31.7442,158.557
31.7699,157.623
31.7955,158.58
31.8212,157.794
31.8468,157.786
31.8725,158.456
31.8982,158.132
31.9238,158.614
31.9495,157.76
31.9751,158.315
32.0008,157.10219999999998
32.0264,157.51500000000001
32.0521,158.122
32.0778,158.48
32.1034,157.158
32.1291,158.851
32.1548,156.793
32.1804,158.681
32.2061,157.471
32.2318,158.392
32.2574,156.93
32.2831,158.491
32.3087,156.851
32.3344,158.921
32.36,156.23
32.3857,158.673
32.4114,156.663
32.437,158.271
32.4627,157.1
32.4883,158.169
32.514,156.524
32.5397,158.054
32.5653,156.869
32.591,157.722
32.6166,157.318
32.6423,158.312
32.668,156.996
32.6936,158.219
32.7193,157.052
32.7449,158.152
32.7706,157.277
32.7962,157.429
32.8219,157.793
32.8476,157.433
32.8732,157.923
32.8989,157.431
32.9245,157.792
32.9502,157.603
32.9759,157.787
33.0015,157.497
33.0272,158.885
33.0529,157.038
33.0785,159.02
33.1042,156.938
33.1298,158.849
33.1555,157.376
33.1811,158.566
33.2068,157.281
33.2325,158.707
33.2581,156.939
33.2838,159.231
33.3095,156.884
33.3351,158.859
33.3608,156.751
33.3865,158.491
33.4121,157.475
33.4378,158.353
33.4634,157.301
33.4891,158.685
33.5148,156.367
33.5404,157.586
33.5661,157.472
33.5917,158.201
33.6174,157.211
33.6431,158.329
33.6687,156.915
33.6944,158.048
33.7201,157.78
33.7457,157.928
33.7714,158.089
33.7971,157.658
33.8227,158.417
33.8484,157.701
33.8741,157.73
33.8997,157.521
33.9254,158.159
33.9511,157.386
33.9767,158.733
34.0024,156.938
34.028,158.993
34.0537,156.889
34.0794,158.095
34.105,156.45
34.1307,158.814
34.1564,156.503
34.182,158.426
34.2077,157.018
34.2334,158.169
34.259,156.856
34.2847,157.921
34.3104,156.937
34.336,158.454
34.3617,156.707
34.3874,158.367
34.413,157.276
34.4387,156.07940000000002
34.4644,157.295
34.4901,156.369
34.5157,156.8594
34.5414,156.609
34.5671,156.82
34.5927,157.204
34.6184,156.728
34.6441,157.401
34.6697,157.09
34.6954,156.448
34.7211,157.04
34.7467,157.14
34.7724,157.207
34.7981,156.84
34.8238,158.177
34.8494,156.601
34.8751,157.872
34.9007,156.408
34.9264,157.944
34.952,156.747
34.9777,157.546
35.0034,156.729
35.029,158.032
35.0547,155.988
35.0804,157.742
35.106,157.046
35.1317,158.063
35.1574,156.352
35.183,158.143
35.2087,156.347
35.2344,158.231
35.26,156.702
35.2857,157.722
35.3114,157.436
35.337,157.567
35.3627,156.772
35.3884,157.637
35.414,156.638
35.4397,157.868
35.4654,156.862
35.491,157.582
35.5167,157.783
35.5424,157.506
35.5681,158.025
35.5937,157.382
35.6194,158.127
35.6451,157.333
35.6707,157.415
35.6964,157.552
35.7221,158.042
35.7478,157.07
35.7734,158.171
35.7991,156.896
35.8248,158.797
35.8504,156.488
35.8761,157.936
35.9018,157.117
35.9274,158.055
35.9531,156.863
35.9788,158.259
36.0044,156.314
36.0301,158.175
36.0558,157.026
36.0814,157.87
36.1071,156.319
36.1328,158.062
36.1584,157.179
36.1841,158.023
36.2098,157.085
36.2354,158.539
36.2611,156.683
36.2868,158.237
36.3124,156.835
