时间(s),电流(mA)
35.109,158.103
35.1346,157.062
35.1603,157.704
35.186,157.619
35.2116,157.68
35.2373,156.3376
35.2629,156.3654
35.2886,156.89
35.3143,157.275
35.34,157.01639999999998
35.3656,157.556
35.3913,156.86
35.417,157.185
35.4426,156.319
35.4683,157.567
35.494,157.1332
35.5196,157.679
35.5453,156.534
35.571,157.567
35.5966,156.505
35.6223,157.655
35.648,156.334
35.6737,158.442
35.6993,156.402
35.725,157.977
35.7507,156.729
35.7763,157.538
35.802,156.858
35.8277,157.472
35.8533,156.827
35.879,157.669
35.9047,156.874
35.9303,157.855
35.956,156.957
35.9817,157.27
36.0073,157.62
36.033,156.913
36.0587,157.354
36.0843,157.41
36.11,157.906
36.1357,156.962
36.1613,158.477
36.187,156.805
36.2127,157.921
36.2383,156.813
36.264,157.87
36.2897,157.203
36.3153,158.373
36.341,156.886
36.3666,158.885
36.3923,156.467
36.418,157.977
36.4436,156.699
36.4693,158.425
36.4949,156.383
36.5206,158.751
36.5463,156.847
36.5719,158.758
36.5976,157.036
36.6233,158.113
36.6489,157.342
36.6746,158.225
36.7002,156.959
36.7259,158.517
36.7516,156.858
36.7772,158.238
36.8029,157.214
36.8286,157.613
36.8543,157.787
36.8799,157.713
36.9056,157.831
36.9312,157.58
36.9569,157.47
36.9826,157.957
37.0082,157.781
37.0339,157.846
37.0596,158.787
37.0852,157.938
37.1109,158.681
37.1366,157.135
37.1622,158.676
37.1879,157.712
37.2136,158.345
37.2392,157.722
37.2649,159.137
37.2906,157.441
37.3162,159.066
37.3419,156.741
37.3676,159.497
37.3932,157.337
37.4189,158.665
37.4446,157.349
37.4702,158.641
37.4959,156.729
37.5216,159.022
37.5472,157.804
37.5729,158.956
37.5986,157.813
37.6242,158.858
37.6499,157.479
37.6755,159.258
37.7012,157.572
37.7269,157.977
37.7526,157.65619999999998
37.7782,157.539
37.8039,157.857
37.8296,157.336
37.8552,156.867
37.8809,157.669
37.9066,157.823
37.9322,157.382
37.9579,158.138
37.9835,157.501
38.0092,157.984
38.0349,157.798
38.0605,158.006
38.0862,157.852
38.1118,158.667
38.1375,156.852
38.1632,158.51
38.1888,157.361
38.2145,158.364
38.2402,156.901
38.2658,159.053
38.2915,157.176
38.3172,159.709
38.3428,156.971
38.3685,159.311
38.3941,157.644
38.4198,158.359
38.4455,157.457
38.4711,159.373
38.4968,157.058
38.5224,158.847
38.5481,156.967
38.5738,158.703
38.5994,157.754
38.6251,159.03
38.6508,157.307
38.6764,158.934
38.7021,157.808
38.7278,158.151
38.7534,158.134
38.7791,157.957
38.8048,158.392
38.8305,158.237
38.8561,157.914
38.8818,157.743
38.9075,158.834
38.9331,157.617
38.9588,158.504
38.9845,157.949
39.0101,158.487
39.0358,157.828
39.0614,159.009
39.0871,157.593
39.1128,159.413
39.1384,157.103
39.1641,159.231
39.1898,157.309
39.2154,158.944
39.2411,157.703
39.2667,159.154
39.2924,156.695
39.3181,158.974
39.3437,157.882
39.3694,159.166
39.395,157.536
39.4207,159.059
39.4464,157.615
39.472,159.34
39.4977,157.071
39.5233,159.098
39.549,157.818
39.5746,158.865
39.6003,158.072
39.626,158.439
39.6516,157.556
39.6773,158.364
39.7029,158.636
39.7286,158.158
39.7542,158.504
39.7799,158.857
39.8056,158.419
39.8312,158.31
39.8569,158.659
39.8825,158.226
39.9082,159.025
39.9339,157.598
39.9595,159.551
39.9852,157.809
40.0108,158.68
40.0365,157.385
40.0622,158.84
40.0878,157.479
40.1135,159.626
40.1392,157.546
40.1649,159.29
40.1905,157.872
40.2162,158.57
40.2419,157.50780000000003
40.2675,156.69879999999998
40.2932,157.938
40.3189,157.859
40.3445,156.887
40.3702,158.33
40.3958,156.786
40.4215,158.475
40.4472,156.743
40.4728,159.171
40.4985,157.802
40.5241,158.211
40.5498,157.696
40.5755,158.434
40.6011,157.631
40.6268,158.275
40.6525,157.554
40.6781,158.771
40.7038,157.663
40.7294,157.91
40.7551,158.299
40.7808,157.755
