时间(s),电流(mA)
33.8548,158.829
33.8804,157.703
33.9061,158.946
33.9318,156.978
33.9574,159.361
33.9831,157.393
34.0088,158.817
34.0344,157.788
34.0601,158.916
34.0857,157.753
34.1114,159.042
34.1371,157.086
34.1627,159.567
34.1884,157.195
34.2141,158.37
34.2397,157.518
34.2654,159.404
34.291,157.458
34.3167,159.11
34.3424,157.828
34.368,158.881
34.3937,158.226
34.4193,158.376
34.445,158.372
34.4707,158.497
34.4963,157.602
34.522,158.524
34.5476,158.241
34.5733,158.614
34.599,158.366
34.6246,157.864
34.6503,158.989
34.6759,157.642
34.7016,158.074
34.7273,157.658
34.7529,159.179
34.7786,157.669
34.8042,158.796
34.8299,157.823
34.8556,159.162
34.8812,158.074
34.9069,158.812
34.9325,157.433
34.9582,159.555
34.9839,157.469
35.0095,159.355
35.0352,157.415
35.0608,158.967
35.0865,157.493
35.1122,159.348
35.1378,157.255
35.1635,159.259
35.1891,157.493
35.2148,158.774
35.2404,158.314
35.2661,158.077
35.2918,157.75939999999997
35.3174,156.811
35.3431,157.329
35.3688,158.266
35.3944,156.577
35.4201,157.193
35.4457,157.175
35.4714,158.185
35.497,157.287
35.5227,157.812
35.5484,157.923
35.5741,157.285
35.5997,158.036
35.6254,157.245
35.651,158.36
35.6767,157.686
35.7024,157.597
35.728,156.732
35.7537,158.663
35.7793,157.414
35.805,157.993
35.8307,157.404
35.8563,158.696
35.882,157.444
35.9076,158.675
35.9333,156.705
35.959,159.4
35.9846,156.945
36.0103,158.621
36.0359,157.442
36.0616,158.77
36.0873,157.521
36.1129,158.719
36.1386,157.702
36.1643,159.327
36.1899,157.261
36.2156,158.636
36.2413,157.577
36.2669,158.295
36.2926,157.464
36.3182,158.838
36.3439,157.636
36.3696,158.399
36.3953,158.385
36.4209,157.665
36.4466,158.523
36.4722,158.187
36.4979,158.217
36.5236,158.095
36.5492,158.353
36.5749,158.249
36.6006,158.586
36.6262,157.602
36.6519,159.412
36.6776,157.557
36.7032,158.772
36.7289,157.361
36.7546,158.741
36.7802,157.751
36.8059,158.627
36.8316,157.509
36.8572,159.374
36.8829,157.157
36.9086,159.215
36.9342,157.324
36.9599,158.725
36.9856,157.368
37.0112,159.379
37.0369,157.321
37.0625,159.358
37.0882,157.617
37.1139,158.684
37.1395,158.163
37.1652,158.976
37.1908,157.924
37.2165,158.642
37.2422,157.743
37.2678,158.965
37.2935,157.699
37.3192,158.421
37.3448,158.656
37.3705,158.168
37.3962,158.811
37.4218,157.989
37.4475,158.528
37.4732,158.485
37.4988,158.152
37.5245,157.474
37.5502,158.943
37.5758,158.028
37.6015,158.283
37.6272,157.895
37.6528,158.939
37.6785,157.522
37.7042,159.057
37.7298,157.458
37.7555,156.23819999999998
37.7812,157.327
37.8068,157.00420000000003
37.8325,157.381
37.8582,158.44
37.8839,157.8316
37.9095,158.108
37.9352,157.05
37.9608,158.179
37.9865,157.034
38.0122,158.026
38.0378,157.073
38.0635,158.839
38.0892,156.97
38.1148,158.363
38.1405,157.196
38.1662,157.847
38.1918,157.286
38.2175,157.929
38.2432,157.938
38.2688,158.205
38.2945,157.329
38.3201,157.718
38.3458,158.36
38.3715,157.685
38.3971,157.839
38.4228,157.856
38.4485,157.986
38.4741,157.979
38.4998,158.317
38.5254,157.187
38.5511,159.017
38.5768,157.403
38.6024,158.762
38.6281,157.392
38.6538,158.665
38.6794,157.537
38.7051,158.426
38.7308,157.369
38.7564,159.032
38.7821,156.795
38.8077,159.222
38.8334,157.181
38.8591,158.727
38.8847,157.418
38.9104,158.691
38.9361,157.48
38.9617,159.252
38.9874,157.688
39.0131,158.442
39.0387,157.787
39.0644,158.663
39.0901,157.843
39.1157,158.775
39.1414,157.63
39.1671,158.814
39.1927,157.717
39.2184,158.342
39.2441,158.455
39.2697,158.135
39.2954,158.423
39.321,157.796
39.3467,157.808
39.3724,157.776
39.398,158.778
39.4237,158.337
39.4494,159.41
39.475,157.928
39.5007,158.397
39.5264,157.938
39.552,158.761
39.5777,157.051
39.6034,158.816
